Week,Position,Track,Artist,Plays,Track URL
2017-08-11--2017-08-18,184,Lean On (feat. MØ & DJ Snake),Major Lazer,266971,https://open.spotify.com/track/4WjH9Bzt3kx7z8kl0awxh4
2017-08-11--2017-08-18,185,White Iverson,Post Malone,266523,https://open.spotify.com/track/6eT7xZZlB2mwyzJ2sUKG6w
2017-08-11--2017-08-18,186,All Night,The Vamps,266010,https://open.spotify.com/track/4b4KcovePX8Ke2cLIQTLM0
2017-08-11--2017-08-18,187,Love Yourself,Justin Bieber,265754,https://open.spotify.com/track/3hB5DgAiMAQ4DzYbsMq1IT
2017-08-11--2017-08-18,188,Come Closer,WizKid,265458,https://open.spotify.com/track/2zYs4BonN2ydkbrRk333SN
2017-08-11--2017-08-18,189,In The Middle,dodie,264813,https://open.spotify.com/track/6BBfG9FiwJhRVMCd9IYl6c
2017-08-11--2017-08-18,190,What Do You Mean?,Justin Bieber,264560,https://open.spotify.com/track/3pzjHKrQSvXGHQ98dx18HI
2017-08-11--2017-08-18,191,Numb,Linkin Park,262983,https://open.spotify.com/track/2nLtzopw4rPReszdYBJU6h
2017-08-11--2017-08-18,192,I Feel It Coming,The Weeknd,262433,https://open.spotify.com/track/5GXAXm5YOmYT0kL5jHvYBt
2017-08-11--2017-08-18,193,Samantha,Dave,261816,https://open.spotify.com/track/4YLzVD32aMH4qgSsSPtNbl
2017-08-11--2017-08-18,194,Cake By The Ocean,DNCE,261762,https://open.spotify.com/track/2aFiaMXmWsM3Vj72F9ksBl
2017-08-11--2017-08-18,195,Portland,Drake,261543,https://open.spotify.com/track/2bjwRfXMk4uRgOD9IBYl9h
2017-08-11--2017-08-18,196,How Far I'll Go,Auli'i Cravalho,261172,https://open.spotify.com/track/6mb6lVLNrcUgLnEN8QnDJd
2017-08-11--2017-08-18,197,Work from Home (feat. Ty Dolla $ign),Fifth Harmony,258029,https://open.spotify.com/track/4tCtwWceOPWzenK2HAIJSb
2017-08-11--2017-08-18,198,Lush Life,Zara Larsson,255297,https://open.spotify.com/track/1rIKgCH4H52lrvDcz50hS8
2017-08-11--2017-08-18,199,The Heat (I Wanna Dance With Somebody),Ralph Felix,252128,https://open.spotify.com/track/6kh2EgNMbO3P3HoxLEUSNX
2017-08-11--2017-08-18,200,Rollin (feat. Future & Khalid),Calvin Harris,252007,https://open.spotify.com/track/0lMbuWUpfTWhEmOKxppEau
2017-08-18--2017-08-25,1,New Rules,Dua Lipa,3157512,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
2017-08-18--2017-08-25,2,Unforgettable,French Montana,2593584,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe
2017-08-18--2017-08-25,3,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",Calvin Harris,2399837,https://open.spotify.com/track/5bcTCxgc7xVfSaMV3RuVke
2017-08-18--2017-08-25,4,Wild Thoughts (feat. Rihanna & Bryson Tiller),DJ Khaled,2383488,https://open.spotify.com/track/1OAh8uOEOvTDqkKFsKksCi
2017-08-18--2017-08-25,5,Despacito - Remix,Luis Fonsi,2307724,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb
2017-08-18--2017-08-25,6,Friends (with BloodPop®),Justin Bieber,2260034,https://open.spotify.com/track/7nZmah2llfvLDiUjm0kiyz
2017-08-18--2017-08-25,7,Mi Gente,J Balvin,2038502,https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8
2017-08-18--2017-08-25,8,Came Here for Love,Sigala,1827283,https://open.spotify.com/track/3kGfazcbVvVkuZunzlLgTD
2017-08-18--2017-08-25,9,Mama,Jonas Blue,1813963,https://open.spotify.com/track/0NiXXAI876aGImAd6rTj8w
2017-08-18--2017-08-25,10,Sun Comes Up (feat. James Arthur),Rudimental,1738481,https://open.spotify.com/track/6SUocL0caib4mLHe8ZrZzi
2017-08-18--2017-08-25,11,Back to You (feat. Bebe Rexha & Digital Farm Animals),Louis Tomlinson,1634504,https://open.spotify.com/track/7F9vK8hNFMml4GtHsaXui6
2017-08-18--2017-08-25,12,Sorry Not Sorry,Demi Lovato,1617568,https://open.spotify.com/track/25C5CowdsfXld2jJanbiex
2017-08-18--2017-08-25,13,Your Song,Rita Ora,1562803,https://open.spotify.com/track/4c2W3VKsOFoIg2SFaO6DY5
2017-08-18--2017-08-25,14,Strip That Down,Liam Payne,1551721,https://open.spotify.com/track/6EpRaXYhGOB3fj4V2uDkMJ
2017-08-18--2017-08-25,15,2U (feat. Justin Bieber),David Guetta,1490089,https://open.spotify.com/track/3A7qX2QjDlPnazUsRk5y0M
2017-08-18--2017-08-25,16,"Know No Better (feat. Travis Scott, Camila Cabello & Quavo)",Major Lazer,1424376,https://open.spotify.com/track/3Ytr1SUCUi6J3L9dRFx5iH
2017-08-18--2017-08-25,17,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",DJ Khaled,1421244,https://open.spotify.com/track/3DXncPQOG4VBw3QHh3S817
2017-08-18--2017-08-25,18,Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,1417075,https://open.spotify.com/track/1NDxZ7cFAo481dtYWdrUnR
2017-08-18--2017-08-25,19,Power (feat. Stormzy),Little Mix,1366810,https://open.spotify.com/track/4BJ5T8ZZZ3UrPG7k0OVQrp
2017-08-18--2017-08-25,20,Instruction (feat. Demi Lovato & Stefflon Don),Jax Jones,1318436,https://open.spotify.com/track/0XfOi87h82i09rQjWYG0Bm
2017-08-18--2017-08-25,21,Crying in the Club,Camila Cabello,1268217,https://open.spotify.com/track/1SJtlNRJDeYHioymcvsqev
2017-08-18--2017-08-25,22,Shape of You,Ed Sheeran,1214507,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
2017-08-18--2017-08-25,23,Bestie,Yungen,1191437,https://open.spotify.com/track/638s8Qi75q1pXjuH86fJX7
2017-08-18--2017-08-25,24,Havana,Camila Cabello,1136074,https://open.spotify.com/track/0ofbQMrRDsUaVKq2mGLEAb
2017-08-18--2017-08-25,25,Lonely Together (feat. Rita Ora),Avicii,1132688,https://open.spotify.com/track/2OALaHcDdKkjYEpAr0Qzab
2017-08-18--2017-08-25,26,Attention,Charlie Puth,1123417,https://open.spotify.com/track/4iLqG9SeJSnt0cSPICSjxv
2017-08-18--2017-08-25,27,Reggaetón Lento (Remix),CNCO,1110455,https://open.spotify.com/track/3zoYkqS4y2BsGVShPL2nTE
2017-08-18--2017-08-25,28,XO TOUR Llif3,Lil Uzi Vert,1067220,https://open.spotify.com/track/2eMwDehkIC1j68U6FA3Eiq
2017-08-18--2017-08-25,29,There's Nothing Holdin' Me Back,Shawn Mendes,1066486,https://open.spotify.com/track/79cuOz3SPQTuFrp8WgftAu
2017-08-18--2017-08-25,30,Glorious (feat. Skylar Grey),Macklemore,1039769,https://open.spotify.com/track/3HVr6jTVwBHBa2flM0eURR
2017-08-18--2017-08-25,31,More Than You Know,Axwell /\ Ingrosso,1031327,https://open.spotify.com/track/3PEgB3fkiojxms35ntsTgs
2017-08-18--2017-08-25,32,Slow Hands,Niall Horan,1028094,https://open.spotify.com/track/167NczpNbRF7oWakJaY3Hh
2017-08-18--2017-08-25,33,What About Us,P!nk,1013873,https://open.spotify.com/track/31MkGwj0SWgZaTvEt5Hgxv
2017-08-18--2017-08-25,34,Congratulations,Post Malone,983492,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
2017-08-18--2017-08-25,35,Symphony (feat. Zara Larsson),Clean Bandit,967557,https://open.spotify.com/track/1x5sYLZiu9r5E43kMlt9f8
2017-08-18--2017-08-25,36,More Than Friends (feat. Kelli-Leigh),James Hype,963786,https://open.spotify.com/track/6YzvFfzQNxAUZWYjDOHo6H
2017-08-18--2017-08-25,37,Did You See,J Hus,943723,https://open.spotify.com/track/6DXEZzM4wBa3EOl0NCNSvz
2017-08-18--2017-08-25,38,Chasing Highs,ALMA,941264,https://open.spotify.com/track/6fTsxhIosAU6zXTAhSaemI
2017-08-18--2017-08-25,39,Get Low (with Liam Payne),Zedd,921235,https://open.spotify.com/track/1CKd1PnqfYx0H12V9MSaIY
2017-08-18--2017-08-25,40,Signs,Drake,893001,https://open.spotify.com/track/5EnYT6F7wEcdege6mDHEfO
2017-08-18--2017-08-25,41,Praying,Kesha,892388,https://open.spotify.com/track/0jdny0dhgjUwoIp5GkqEaA
2017-08-18--2017-08-25,42,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,867629,https://open.spotify.com/track/6kex4EBAj0WHXDKZMEJaaF
2017-08-18--2017-08-25,43,There for You,Martin Garrix,858068,https://open.spotify.com/track/6jA8HL9i4QGzsj6fjoxp8Y
2017-08-18--2017-08-25,44,HUMBLE.,Kendrick Lamar,850165,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
2017-08-18--2017-08-25,45,Something Just Like This,The Chainsmokers,830228,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
2017-08-18--2017-08-25,46,Galway Girl,Ed Sheeran,799348,https://open.spotify.com/track/0afhq8XCExXpqazXczTSve
2017-08-18--2017-08-25,47,Thunder,Imagine Dragons,796760,https://open.spotify.com/track/0tKcYR2II1VCQWT79i5NrW
2017-08-18--2017-08-25,48,One Last Time,Ariana Grande,791388,https://open.spotify.com/track/7bJwvubZZaoGE1AGEfu8Fi
2017-08-18--2017-08-25,49,No Promises (feat. Demi Lovato),Cheat Codes,787630,https://open.spotify.com/track/1louJpMmzEicAn7lzDalPW
2017-08-18--2017-08-25,50,Questions,Chris Brown,759786,https://open.spotify.com/track/5XQMr19TL7Mfksq9zihbOu
2017-08-18--2017-08-25,51,Places,Martin Solveig,747626,https://open.spotify.com/track/6O85MfGECKBqAK2MgSbCaj
2017-08-18--2017-08-25,52,Rain,The Script,743393,https://open.spotify.com/track/6FemVsNUb2lzWsDRm14FUJ
2017-08-18--2017-08-25,53,SUBEME LA RADIO REMIX,Enrique Iglesias,690052,https://open.spotify.com/track/140ZXTyy731tJdisnQ5ulm
2017-08-18--2017-08-25,54,Mr. Brightside,The Killers,674080,https://open.spotify.com/track/7oK9VyNzrYvRFo7nQEYkWN
2017-08-18--2017-08-25,55,I Like Me Better,Lauv,650975,https://open.spotify.com/track/1wjzFQodRWrPcQ0AnYnvQ9
2017-08-18--2017-08-25,56,Boys,Charli XCX,648834,https://open.spotify.com/track/5o4yGlG0PfeVUa6ClIyOxq
2017-08-18--2017-08-25,57,Castle on the Hill,Ed Sheeran,640853,https://open.spotify.com/track/6PCUP3dWmTjcTtXY02oFdT
2017-08-18--2017-08-25,58,Solo Dance,Martin Jensen,640133,https://open.spotify.com/track/6HUnnBwYZqcED1eQztxMBN
2017-08-18--2017-08-25,59,Silence,Marshmello,613915,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
2017-08-18--2017-08-25,60,Without You (feat. Sandro Cavazza),Avicii,600822,https://open.spotify.com/track/6WbADFqMvR8N5u0BvtsWQE
2017-08-18--2017-08-25,61,Spirit,J Hus,592313,https://open.spotify.com/track/2vKVaAoTG6ag83gW3RHwIn
2017-08-18--2017-08-25,62,On My Mind,Disciples,582019,https://open.spotify.com/track/5Xc74Dn1ZKH6H8XaVGOHXG
2017-08-18--2017-08-25,63,Would You Ever,Skrillex,567769,https://open.spotify.com/track/57p8CBvPOxrvyCbn6ttl5r
2017-08-18--2017-08-25,64,Fetish (feat. Gucci Mane),Selena Gomez,567465,https://open.spotify.com/track/0XLOf9LhyazPX9Ld8jPiUq
2017-08-18--2017-08-25,65,Slide (feat. Frank Ocean & Migos),Calvin Harris,560153,https://open.spotify.com/track/7tr2za8SQg2CI8EDgrdtNl
2017-08-18--2017-08-25,66,Feel It Still,Portugal. The Man,558282,https://open.spotify.com/track/6QgjcU0zLnzq5OrUoSZ3OK
2017-08-18--2017-08-25,67,Bank Account,21 Savage,551216,https://open.spotify.com/track/5eqK0tbzUPo2SoeZsov04s
2017-08-18--2017-08-25,68,Unsigned,Hardy Caprio,529417,https://open.spotify.com/track/09QDTOldsJkM9ykxdTtAlf
2017-08-18--2017-08-25,69,Mask Off,Future,511333,https://open.spotify.com/track/3rOSwuTsUlJp0Pu0MkN8r8
2017-08-18--2017-08-25,70,Passionfruit,Drake,507877,https://open.spotify.com/track/7hDc8b7IXETo14hHIHdnhd
2017-08-18--2017-08-25,71,BUTTERFLY EFFECT,Travis Scott,503320,https://open.spotify.com/track/1yxgsra98r3qAtxqiGZPiX
2017-08-18--2017-08-25,72,Rich Love (with Seeb),OneRepublic,502314,https://open.spotify.com/track/7aF09WaavZAmAWuUeYxlYD
2017-08-18--2017-08-25,73,Real Life,Duke Dumont,487188,https://open.spotify.com/track/04YFRczeeieYRlsrPJ8hjh
2017-08-18--2017-08-25,74,Most Girls,Hailee Steinfeld,485490,https://open.spotify.com/track/2mfUa8bLs2s5N4VaqJZ4lZ
2017-08-18--2017-08-25,75,Redbone,Childish Gambino,485226,https://open.spotify.com/track/3kxfsdsCpFgN412fpnW85Y
2017-08-18--2017-08-25,76,Perfect,Ed Sheeran,480717,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
2017-08-18--2017-08-25,77,Finders Keepers,Mabel,472259,https://open.spotify.com/track/06BD7TeUR6mYbF6cWyzvZt
2017-08-18--2017-08-25,78,Malibu,Miley Cyrus,466946,https://open.spotify.com/track/2habSXqcJGExM6JJyskY7O
2017-08-18--2017-08-25,79,Aladdin,Not3s,453889,https://open.spotify.com/track/6x4Jfu1lYlgB6lRonjzPaO
2017-08-18--2017-08-25,80,Big For Your Boots,Stormzy,453022,https://open.spotify.com/track/3uMB82o0qa7erhiZBW9KQC
2017-08-18--2017-08-25,81,Believer,Imagine Dragons,450217,https://open.spotify.com/track/0CcQNd8CINkwQfe1RDtGV6
2017-08-18--2017-08-25,82,You Don't Know Me - Radio Edit,Jax Jones,448767,https://open.spotify.com/track/00lNx0OcTJrS3MKHcB80HY
2017-08-18--2017-08-25,83,Fluorescent Adolescent,Arctic Monkeys,445335,https://open.spotify.com/track/7e8utCy2JlSB8dRHKi49xM
2017-08-18--2017-08-25,84,That's What I Like,Bruno Mars,445166,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU
2017-08-18--2017-08-25,85,Two High,Moon Taxi,437439,https://open.spotify.com/track/3sJHkcxojoJD2Ytbo1yLLF
2017-08-18--2017-08-25,86,One Dance,Drake,431013,https://open.spotify.com/track/1xznGGDReH1oQq0xzbwXa3
2017-08-18--2017-08-25,87,All My Love (feat. Conor Maynard),Cash Cash,428200,https://open.spotify.com/track/1839RWzPRZCVgvamu4sHSN
2017-08-18--2017-08-25,88,Say You Won't Let Go,James Arthur,422296,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
2017-08-18--2017-08-25,89,What You Know,Two Door Cinema Club,417377,https://open.spotify.com/track/6jrMVRReY24qzCfe1BRrww
2017-08-18--2017-08-25,90,Pompeii,Bastille,414983,https://open.spotify.com/track/3gbBpTdY8lnQwqxNCcf795
2017-08-18--2017-08-25,91,Wonderwall - Remastered,Oasis,412125,https://open.spotify.com/track/5qqabIl2vWzo9ApSC317sa
2017-08-18--2017-08-25,92,Don't Look Back in Anger - Remastered,Oasis,410675,https://open.spotify.com/track/0UvCh63URrLFcPkKt99hHd
2017-08-18--2017-08-25,93,Naive,The Kooks,404485,https://open.spotify.com/track/7BHPGtpuuWWsvE7cCaMuEU
2017-08-18--2017-08-25,94,Stay (with Alessia Cara),Zedd,403173,https://open.spotify.com/track/0dA2Mk56wEzDgegdC6R17g
2017-08-18--2017-08-25,95,What Do I Know?,Ed Sheeran,401467,https://open.spotify.com/track/2pJZ1v8HezrAoZ0Fhzby92
2017-08-18--2017-08-25,96,Despacito (Featuring Daddy Yankee),Luis Fonsi,385225,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2
2017-08-18--2017-08-25,97,Down,Fifth Harmony,383826,https://open.spotify.com/track/7LEydI5NfjY6mZfKwYIptZ
2017-08-18--2017-08-25,98,Bad Liar,Selena Gomez,380917,https://open.spotify.com/track/1sCxVKWImDZSZKvG0U9B23
2017-08-18--2017-08-25,99,Unpredictable,Olly Murs,379829,https://open.spotify.com/track/5Gz1PxujU62sfecQpB0Stm
2017-08-18--2017-08-25,100,P.Y.T. (Pretty Young Thing),John Gibbons,378197,https://open.spotify.com/track/3Db8OhBMmNPLv2rHYoP7Wf
2017-08-18--2017-08-25,101,For What It's Worth,Liam Gallagher,374227,https://open.spotify.com/track/2DrFBNqxtpyvFlG3qMZiya
2017-08-18--2017-08-25,102,It Ain't Me (with Selena Gomez),Kygo,371730,https://open.spotify.com/track/3eR23VReFzcdmS7TYCrhCe
2017-08-18--2017-08-25,103,Happier,Ed Sheeran,368582,https://open.spotify.com/track/2RttW7RAu5nOAfq6YFvApB
2017-08-18--2017-08-25,104,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,363144,https://open.spotify.com/track/5knuzwU65gJK7IF5yJsuaW
2017-08-18--2017-08-25,105,Shout Out to My Ex,Little Mix,360202,https://open.spotify.com/track/0YHUITU3w6ws1v8ehT264g
2017-08-18--2017-08-25,106,1-800-273-8255,Logic,357646,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV
2017-08-18--2017-08-25,107,Either Way (feat. Joey Bada$$),Snakehips,354241,https://open.spotify.com/track/3nodtPfXcok53E8Uze8gvD
2017-08-18--2017-08-25,108,No More Sad Songs,Little Mix,354148,https://open.spotify.com/track/5ZnJsoJGkQ5K15W7Rcr5JO
2017-08-18--2017-08-25,109,Closer,The Chainsmokers,350272,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
2017-08-18--2017-08-25,110,Bodak Yellow,Cardi B,349181,https://open.spotify.com/track/2771LMNxwf62FTAdpJMQfM
2017-08-18--2017-08-25,111,Touch,Little Mix,345455,https://open.spotify.com/track/5Ua3GXyHwiSfpNTMjq6m2z
2017-08-18--2017-08-25,112,LOYALTY. FEAT. RIHANNA.,Kendrick Lamar,345110,https://open.spotify.com/track/6SwRhMLwNqEi6alNPVG00n
2017-08-18--2017-08-25,113,She Moves In Her Own Way,The Kooks,339382,https://open.spotify.com/track/5xoUgPXbMNUmoHU0Enwtwq
2017-08-18--2017-08-25,114,Starboy,The Weeknd,338910,https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z
2017-08-18--2017-08-25,115,"Lose Yourself - From ""8 Mile"" Soundtrack",Eminem,338403,https://open.spotify.com/track/5Z01UMMf7V1o0MzF86s6WJ
2017-08-18--2017-08-25,116,Human,Rag'n'Bone Man,338326,https://open.spotify.com/track/58zsLZPvfflaiIbNWoA22O
2017-08-18--2017-08-25,117,goosebumps,Travis Scott,333266,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
2017-08-18--2017-08-25,118,Younger Now,Miley Cyrus,328874,https://open.spotify.com/track/0B48113ZG9UfkWWt7qD9xX
2017-08-18--2017-08-25,119,Riptide,Vance Joy,328741,https://open.spotify.com/track/7yq4Qj7cqayVTp3FF9CWbm
2017-08-18--2017-08-25,120,Fisherman (feat. MoStack & MIST),J Hus,325546,https://open.spotify.com/track/0RIMrAUyLGBF7zAPdvgE73
2017-08-18--2017-08-25,121,Sexual,NEIKED,324389,https://open.spotify.com/track/3AsAuGTaDQzavZZThyYlop
2017-08-18--2017-08-25,122,iSpy (feat. Lil Yachty),KYLE,323081,https://open.spotify.com/track/2EEeOnHehOozLq4aS0n6SL
2017-08-18--2017-08-25,123,Photograph,Ed Sheeran,322939,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy
2017-08-18--2017-08-25,124,She's So Lovely,Scouting For Girls,321419,https://open.spotify.com/track/0JpxNq2SYwPt2uSqdcSvyQ
2017-08-18--2017-08-25,125,Swish Swish,Katy Perry,320732,https://open.spotify.com/track/2kVHAQKVtczchKctctzbtK
2017-08-18--2017-08-25,126,Young Dumb & Broke,Khalid,319656,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
2017-08-18--2017-08-25,127,Can't Hold Us - feat. Ray Dalton,Macklemore & Ryan Lewis,316477,https://open.spotify.com/track/3bidbhpOYeV4knp8AIu8Xn
2017-08-18--2017-08-25,128,First Time,Kygo,315372,https://open.spotify.com/track/2Gl0FzuLxflY6nPifJp5Dr
2017-08-18--2017-08-25,129,Still Got Time,ZAYN,315054,https://open.spotify.com/track/000xQL6tZNLJzIrtIgxqSl
2017-08-18--2017-08-25,130,DNA.,Kendrick Lamar,314034,https://open.spotify.com/track/6HZILIRieu8S0iqY8kIKhj
2017-08-18--2017-08-25,131,September Song,JP Cooper,313959,https://open.spotify.com/track/0FuTx2s3YH1ppmtiM6l0zI
2017-08-18--2017-08-25,132,Be The One,Dua Lipa,312832,https://open.spotify.com/track/7FCfMXYTIiQ9b4hDYs4Iol
2017-08-18--2017-08-25,133,Issues,Julia Michaels,311716,https://open.spotify.com/track/0xG0SHshCStMEyNbNC5d4k
2017-08-18--2017-08-25,134,Scared to Be Lonely,Martin Garrix,308866,https://open.spotify.com/track/3ebXMykcMXOcLeJ9xZ17XH
2017-08-18--2017-08-25,135,Sign of the Times,Harry Styles,307057,https://open.spotify.com/track/5Ohxk2dO5COHF1krpoPigN
2017-08-18--2017-08-25,136,Ignition - Remix,R. Kelly,305636,https://open.spotify.com/track/5dNfHmqgr128gMY2tc5CeJ
2017-08-18--2017-08-25,137,Thinking out Loud,Ed Sheeran,305127,https://open.spotify.com/track/1Slwb6dOYkBlWal1PGtnNg
2017-08-18--2017-08-25,138,Location,Khalid,304912,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif
2017-08-18--2017-08-25,139,Gold Digger,Kanye West,303583,https://open.spotify.com/track/5XJJdNPkwmbUwE79gv0NxK
2017-08-18--2017-08-25,140,Call Me,NEIKED,302237,https://open.spotify.com/track/08QmhAybC6VHeG8gah84qA
2017-08-18--2017-08-25,141,"How Far I'll Go - From ""Moana""",Alessia Cara,302134,https://open.spotify.com/track/5hYTyyh2odQKphUbMqc5gN
2017-08-18--2017-08-25,142,Pumped Up Kicks,Foster The People,299329,https://open.spotify.com/track/7w87IxuO7BDcJ3YUqCyMTT
2017-08-18--2017-08-25,143,Can I Be Him,James Arthur,298431,https://open.spotify.com/track/0VhgEqMTNZwYL1ARDLLNCX
2017-08-18--2017-08-25,144,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,297797,https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0
2017-08-18--2017-08-25,145,You Want Me,Tom Zanetti,296149,https://open.spotify.com/track/4xX7OsX8XTGWJgRxNNIaFT
2017-08-18--2017-08-25,146,Ciao Adios,Anne-Marie,292758,https://open.spotify.com/track/3EfugazgSddQvzZpkof5I4
2017-08-18--2017-08-25,147,No Scrubs,TLC,292372,https://open.spotify.com/track/1KGi9sZVMeszgZOWivFpxs
2017-08-18--2017-08-25,148,Starving,Hailee Steinfeld,292155,https://open.spotify.com/track/1qOLh0tI7trd1zdDKxYZTe
2017-08-18--2017-08-25,149,Blow Your Mind (Mwah),Dua Lipa,292053,https://open.spotify.com/track/2eAAEa8pxKF7My0EO4rFgR
2017-08-18--2017-08-25,150,Dive,Ed Sheeran,291863,https://open.spotify.com/track/51ChrwmUPDJvedPQnIU8Ls
2017-08-18--2017-08-25,151,Supermarket Flowers,Ed Sheeran,287977,https://open.spotify.com/track/4VuS959DSpr82t3qBqCrWG
2017-08-18--2017-08-25,152,Call On Me - Ryan Riback Extended Remix,Starley,287681,https://open.spotify.com/track/78rIJddV4X0HkNAInEcYde
2017-08-18--2017-08-25,153,Rihanna,Yxng Bane,287182,https://open.spotify.com/track/5kJEUjZUh1xPRUHQc8hEnq
2017-08-18--2017-08-25,154,You're Welcome,Dwayne Johnson,286743,https://open.spotify.com/track/6U4VqEHy4n5VeiH4pQPL24
2017-08-18--2017-08-25,155,Stronger,Kanye West,285719,https://open.spotify.com/track/6C7RJEIUDqKkJRZVWdkfkH
2017-08-18--2017-08-25,156,New Man,Ed Sheeran,284215,https://open.spotify.com/track/5HDPtsnyb3maFmPL8LLUTG
2017-08-18--2017-08-25,157,You've Got The Love,Florence + The Machine,284085,https://open.spotify.com/track/6u9RqxALwkjJ1ukB1y8vuP
2017-08-18--2017-08-25,158,KMT,Drake,283813,https://open.spotify.com/track/2jTujnt0y344ai1rNOywgr
2017-08-18--2017-08-25,159,Chasing Cars,Snow Patrol,283493,https://open.spotify.com/track/11bD1JtSjlIgKgZG2134DZ
2017-08-18--2017-08-25,160,Fake Love,Drake,283435,https://open.spotify.com/track/343YBumqHu19cGoGARUTsd
2017-08-18--2017-08-25,161,Skin,Rag'n'Bone Man,282879,https://open.spotify.com/track/6y2Kaz9QI01XBKJ8mTb7Pf
2017-08-18--2017-08-25,162,Magnolia,Playboi Carti,282411,https://open.spotify.com/track/1e1JKLEDKP7hEQzJfNAgPl
2017-08-18--2017-08-25,163,Numb / Encore,JAY Z,281511,https://open.spotify.com/track/5sNESr6pQfIhL3krM8CtZn
2017-08-18--2017-08-25,164,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,281331,https://open.spotify.com/track/6JV2JOEocMgcZxYSZelKcc
2017-08-18--2017-08-25,165,Hurtin' Me,Stefflon Don,280194,https://open.spotify.com/track/2VoJe7vkKkigs7C3CGnSXL
2017-08-18--2017-08-25,166,Run Me Dry,Bryson Tiller,280123,https://open.spotify.com/track/5GG3knKdxKWrNboRijxeKF
2017-08-18--2017-08-25,167,Sorry,Justin Bieber,279920,https://open.spotify.com/track/69bp2EbF7Q2rqc5N3ylezZ
2017-08-18--2017-08-25,168,Can't Stop,Red Hot Chili Peppers,278997,https://open.spotify.com/track/3ZOEytgrvLwQaqXreDs2Jx
2017-08-18--2017-08-25,169,Love Yourself,Justin Bieber,277502,https://open.spotify.com/track/3hB5DgAiMAQ4DzYbsMq1IT
2017-08-18--2017-08-25,170,Shut Up,Stormzy,277270,https://open.spotify.com/track/2LPUvD5DDOO4UYGkWgjI2C
2017-08-18--2017-08-25,171,Blem,Drake,277172,https://open.spotify.com/track/2XlHu0HcujBCkWMdIAvrqt
2017-08-18--2017-08-25,172,Do I Wanna Know?,Arctic Monkeys,277005,https://open.spotify.com/track/3rq5w4bQGigXOfdN30ATJt
2017-08-18--2017-08-25,173,Seven Nation Army,The White Stripes,276783,https://open.spotify.com/track/1jNOi6m3Hn8nLEeHCp5Msr
2017-08-18--2017-08-25,174,Barcelona,Ed Sheeran,275467,https://open.spotify.com/track/3Lfiu5sZ4M4B6JaKMBc0FU
2017-08-18--2017-08-25,175,Memory Lane (feat. Tom Grennan),Bugzy Malone,274530,https://open.spotify.com/track/5b1b7JZWJj4Lg2PizgvbY0
2017-08-18--2017-08-25,176,Cheerleader - Felix Jaehn Remix Radio Edit,OMI,273593,https://open.spotify.com/track/7vFoFDWqTX0mHzLfrF1Cfy
2017-08-18--2017-08-25,177,How Far I'll Go,Auli'i Cravalho,273539,https://open.spotify.com/track/6mb6lVLNrcUgLnEN8QnDJd
2017-08-18--2017-08-25,178,Lean On (feat. MØ & DJ Snake),Major Lazer,271995,https://open.spotify.com/track/4WjH9Bzt3kx7z8kl0awxh4
2017-08-18--2017-08-25,179,No Don,Lotto Boyzz,271593,https://open.spotify.com/track/77QtEQXWDswYVx1kwxLMU9
2017-08-18--2017-08-25,180,Paris,The Chainsmokers,271266,https://open.spotify.com/track/72jbDTw1piOOj770jWNeaG
2017-08-18--2017-08-25,181,My Number,Foals,270520,https://open.spotify.com/track/4c9WmjVlQMr0s1IjbYO52Z
